"","bd","soc","ph_cacl2","sand","clay","depth","structsize","structtype","surf_geology","province","hzn_desg"
"102644",1.5,0.9,6.5,6.4,16.1,12.5,"medium","granular","colluvial sediments, discontinuous","eastern broadleaf forest (continental) province","Ap"
"18992",1.4,0.2,7.699999809,56.9,24.5,66,"very coarse","prismatic","eolian sediments, mostly dune sand, thin","chihuahuan semi-desert province","Bt"
"21252",1.5,0.3,7.800000191,10.8,41.3,108,"fine and medium","subangular blocky","colluvial sediments, discontinuous","southwest plateau and plains dry steppe and shrub province","Bt"
"194253",1.2,2.8,6.5,26.5,25.4,8.5,"fine","subangular blocky","glacial till sediments, mostly silty, thick","prairie parkland (temperate) province","Ap"
"137955",1.4,1.1,4,38.3,12.5,44.5,"fine","subangular blocky","residual materials developed in bedrock, discontinuous","central appalachian broadleaf forest-coniferous forest-meadow province","Bt"
"205197",1.6,0.4,7.800000191,28.8,16.2,79,"fine and medium","subangular blocky","glacial till sediments, mostly silty, thick","prairie parkland (temperate) province","B"
"34977",1.1,0.4,4.199999809,62.6,12.3,52,"medium","subangular blocky","colluvial sediments, discontinuous","central appalachian broadleaf forest-coniferous forest-meadow province","B"
"186695",1.6,0.8,7.800000191,41.7,33.3,60,"medium","subangular blocky","alluvial sediments, thin","great plains-palouse dry steppe province","B"
"16238",1.3,4,7.400000095,39.5,23.5,6,"medium","granular","residual materials developed in carbonate rocks, discontinuous","southwest plateau and plains dry steppe and shrub province","Ap"
"60419",1.3,0.6,5.900000095,11.9,42.3,63.5,"fine and medium","angular blocky","residual materials developed in igneous and metamorphic rocks","southern rocky mountain steppe-open woodland-coniferous forest-alpine meadow province","Bt"
"17472",1.6,0.4,4.400000095,56.9,5.3,17.5,"fine","subangular blocky","residual materials developed in sedimentary rocks, discontinuous","southeastern mixed forest province","E"
"178041",1.3,0.8,5.5,72.4,7.1,2.5,"fine","granular","residual materials developed in fine-grained sedimentary rocks","great plains-palouse dry steppe province","A"
"133233",1,2.7,6,38,16.6,10,"fine","granular","colluvial sediments, discontinuous","central appalachian broadleaf forest-coniferous forest-meadow province","Ap"
"165250",1.3,0.9,7.599999905,2.8,18.1,30.5,"fine","granular","alluvial sediments, thick","prairie parkland (temperate) province","C"
"194643",1.8,0.3,5.300000191,74.9,9.1,149,"fine","subangular blocky","glacial till sediments, mostly silty, thin","laurentian mixed forest province","Bx"
"5245",1.3,0.9,8,0.4,64.5,150,"very fine","subangular blocky","alluvial sediments, thin","prairie parkland (subtropical) province","Bt"
"182176",0.9,0.6,4.199999809,31.9,30.9,54.5,"fine","subangular blocky","residual materials developed in igneous and metamorphic rocks","cascade mixed forest-coniferous forest-alpine meadow province","B"
"74539",1.3,0.2,7.699999809,28.7,28.1,132.5,"medium","prismatic","eolian sediments, mostly dune sand, thin","great plains-palouse dry steppe province","Bt"
"131015",1.6,0.4,7.599999905,5.5,14.7,112,"coarse","subangular blocky","glacial till sediments, mostly silty, thin","eastern broadleaf forest (continental) province","Bt"
"6052",1.2,0.6,6.300000191,5,63.4,87.5,"medium","wedge","coastal zone sediments, mostly fine-grained","southeastern mixed forest province","Bt"
"31945",1.5,0.4,7,62.1,14.8,7.5,"fine","granular","colluvial sediments and residual material","great plains steppe and shrub province","Ap"
"113571",1.1,5.7,7.099999905,2.7,49.6,6.5,"medium","granular","residual materials developed in sedimentary rocks, thin","prairie parkland (temperate) province","A"
"195547",1.5,0.2,5.699999809,72,5.2,61.5,"medium","subangular blocky","residual materials developed in igneous and metamorphic rocks","middle rocky mountain steppe-coniferous forest-alpine meadow province","B"
"150509",1.3,1.8,7.699999809,44.8,20.8,23,"very fine","granular","alluvial sediments, thin","great plains-palouse dry steppe province","Ap"
"123752",1.5,1.8,4.599999905,59,26.1,17.5,"medium","subangular blocky","residual materials developed in igneous and metamorphic rocks","sierran steppe-mixed forest-coniferous forest-alpine meadow province","Bt"
"73453",1.5,0.5,5.599999905,0.9,16.8,50.5,"coarse","angular blocky","colluvial sediments, discontinuous","eastern broadleaf forest (continental) province","B"
"3902",1.4,2.4,7.099999905,52.3,28.9,6.5,"fine","subangular blocky","residual materials developed in sedimentary rocks, discontinuous","southwest plateau and plains dry steppe and shrub province","A"
"138687",1.2,1,6.199999809,42.6,20.8,37,"fine","subangular blocky","residual materials developed in igneous and metamorphic rocks","intermountain semi-desert and desert province","Bt"
"198739",1.9,0.1,5.599999905,68.4,13.3,62,"medium","subangular blocky","glacial till sediments, mostly silty, thin","laurentian mixed forest province","Bt"
"123908",0.9,3.3,4.900000095,29.8,13.7,9,"medium","subangular blocky","residual materials developed in sedimentary rocks, discontinuous","southern rocky mountain steppe-open woodland-coniferous forest-alpine meadow province","A"
"148306",1.4,1.3,7.900000095,20.3,44.5,9,"fine","subangular blocky","residual materials developed in fine-grained sedimentary rocks","intermountain semi-desert province","A"
"207624",1.4,0.3,5.800000191,17.4,16.2,39.5,"medium","subangular blocky","proglacial sediments, mostly coarse-grained, thin","great plains-palouse dry steppe province","Bt"
"16946",1.1,1.3,7.800000191,21.1,28.7,16.5,"fine and medium","subangular blocky","playa sediments","chihuahuan semi-desert province","A"
"80113",1.5,1.1,7.800000191,6,40.7,55.5,"medium","subangular blocky","residual materials developed in sedimentary rocks, discontinuous","prairie parkland (temperate) province","B"
"161530",1.3,5.7,3.700000048,77,4.4,20,"fine","granular","alluvial sediments, thin","eastern broadleaf forest (oceanic) province","A"
"63593",1.4,0.7,4.800000191,8.4,17.6,56.5,"medium","subangular blocky","alluvial sediments, thin","prairie parkland (temperate) province","E"
"156799",1.2,1,4.300000191,58.1,11.2,50.5,"medium","subangular blocky","alluvial sediments, thin","","Bt"
"171078",1.7,0.4,6.5,39.1,11.4,56,"medium","angular blocky","glacial till sediments, mostly silty, thin","adirondack-new england mixed forest-coniferous forest-alpine meadow province","B"
"136710",1.5,0.3,6.800000191,23.7,18.9,125.5,"medium and coarse","subangular blocky","residual materials developed in carbonate rocks, discontinuous","central appalachian broadleaf forest-coniferous forest-meadow province","Bx"
"92340",1.1,1.5,7.199999809,28.5,25.4,2.5,"thick","platy","alluvial sediments, thick","nevada-utah mountains-semi-desert-coniferous forest-alpine meadow province","A"
"40729",1.2,1.9,4.400000095,62.9,13,13.5,"coarse","subangular blocky","colluvial sediments, discontinuous","central appalachian broadleaf forest-coniferous forest-meadow province","B"
"44721",1.5,0.3,7.800000191,16.4,34.1,186.5,"medium","subangular blocky","eolian sediments on southern high plains","great plains-palouse dry steppe province","Bt"
"181374",1.4,2.8,4.800000191,27.5,32.1,8.5,"medium","subangular blocky","glacial till sediments, mostly silty, thick","eastern broadleaf forest (continental) province","Ap"
"148661",1.5,1.6,4.099999905,50.6,13.3,28,"medium","subangular blocky","residual materials developed in bedrock, discontinuous","central appalachian broadleaf forest-coniferous forest-meadow province","B"
"148780",1.5,0.4,4.300000191,22.9,28.6,58.5,"medium","subangular blocky","residual materials developed in carbonate rocks, discontinuous","central appalachian broadleaf forest-coniferous forest-meadow province","Bt"
"42816",1.3,1.1,8.100000381,56.9,18.2,10,"medium","subangular blocky","colluvial sediments, discontinuous","southwest plateau and plains dry steppe and shrub province","A"
"141173",1.4,0.7,7,42.5,20.3,59,"fine and medium","subangular blocky","colluvial sediments, discontinuous","great plains-palouse dry steppe province","Bt"
"149182",1.6,1.3,4.400000095,58.2,6.4,12.5,"fine","granular","proglacial sediments, mostly coarse-grained, thick","eastern broadleaf forest (oceanic) province","Ap"
"177277",1.2,1.5,7.800000191,0.9,61.3,34,"fine","subangular blocky","colluvial sediments and residual material","great plains steppe province","B"
"146019",1.6,1.5,6.800000191,51,17.3,5,"fine","subangular blocky","residual materials developed in carbonate rocks, discontinuous","central appalachian broadleaf forest-coniferous forest-meadow province","Ap"
"77248",1.5,0.8,4.900000095,4.7,29.3,90,"coarse","subangular blocky","residual materials developed in sedimentary rocks, discontinuous","prairie parkland (temperate) province","A"
"156685",0.3,4.9,3,48.8,12.1,8.5,"medium and coarse","crumb","glacial till sediments, mostly silty, discontinuous","laurentian mixed forest province","A"
"192301",1.7,0.3,4.5,32.4,31.4,97.5,"fine","prismatic","residual materials developed in sedimentary rocks, discontinuous","pacific lowland mixed forest province","Bx"
"2654",1.2,1.4,7.800000191,33.3,41.5,10,"medium","subangular blocky","residual materials developed in sedimentary rocks, discontinuous","southwest plateau and plains dry steppe and shrub province","A"
"5469",1.4,0.5,7.800000191,13.2,56.7,30.5,"medium","subangular blocky","coastal zone sediments, mostly fine-grained","prairie parkland (subtropical) province","Bk"
"154147",1.3,0.8,6.800000191,30.9,23.5,39,"medium","subangular blocky","eolian sediments, mostly loess, thin","great plains-palouse dry steppe province","Bt"
"35405",1.4,0.1,4.699999809,71.8,12.3,106,"coarse","subangular blocky","colluvial sediments, discontinuous","central appalachian broadleaf forest-coniferous forest-meadow province","B"
"139871",1.2,1.2,6,11,31.5,31.5,"medium","subangular blocky","eolian sediments, mostly loess, thick","great plains steppe province","Bt"
"210505",1.5,0.5,7.5,17.3,24.1,153.5,"very fine","angular blocky","glacial till sediments, mostly silty, thick","eastern broadleaf forest (continental) province","Bk"
"185639",1.5,0.5,6.099999905,37.7,24.3,37,"medium","subangular blocky","proglacial sediments, mostly fine grained, thin","laurentian mixed forest province","B"
"77071",1,2.4,4.5,68.4,7.9,4,"fine","granular","colluvial sediments, discontinuous","central appalachian broadleaf forest-coniferous forest-meadow province","A"
"63837",1.4,0.5,7.699999809,43.5,20.1,66,"medium","subangular blocky","alluvial sediments, thin","great plains-palouse dry steppe province","Bk"
"189080",1.8,0.3,4.300000191,48,14.8,69.5,"medium","subangular blocky","glacial till sediments, mostly silty, thin","laurentian mixed forest province","B"
"119444",1.4,1.7,5.300000191,43,24.7,1.5,"medium","platy","residual materials developed in fine-grained sedimentary rocks","sierran steppe-mixed forest-coniferous forest-alpine meadow province","A"
"81854",1.4,1.1,4.199999809,36.6,11.4,10,"fine","granular","residual materials developed in sedimentary rocks, discontinuous","southern rocky mountain steppe-open woodland-coniferous forest-alpine meadow province","E"
"169108",1.4,0.8,7.699999809,7.8,21.2,43,"fine","subangular blocky","volcanic rocks, basaltic and andesitic","intermountain semi-desert province","Bk"
"38264",1.6,0.8,7.800000191,12.8,34.9,34,"medium","subangular blocky","residual materials developed in carbonate rocks, discontinuous","colorado plateau semi-desert province","Bt"
"151297",1.2,0.4,4.099999905,42.6,15.8,104,"fine","blocky","glacial till sediments, mostly silty, discontinuous","eastern broadleaf forest (oceanic) province","Bx"
"140337",1.3,0.5,6.199999809,29,33.8,45.5,"medium","blocky","colluvial sediments, discontinuous","eastern broadleaf forest (oceanic) province","Bt"
"121889",1.2,0.8,8.199999809,2.1,45.8,37,"fine and medium","subangular blocky","lacustrine sediments","intermountain semi-desert and desert province","Bk"
"165555",1.3,2.9,6.800000191,7.8,31.2,10,"very fine and fine","granular","glacial till sediments, mostly silty, thick","eastern broadleaf forest (continental) province","Ap"
"89773",0.8,5,4.5,25.2,21.3,10,"medium","granular","colluvial sediments, discontinuous","central appalachian broadleaf forest-coniferous forest-meadow province","A"
"130097",1.4,0.5,6.099999905,9.4,53.7,44,"fine","subangular blocky","residual materials developed in sedimentary rocks, discontinuous","eastern broadleaf forest (oceanic) province","Bt"
"166946",1.6,0.5,5.800000191,30.6,27,57.5,"fine","subangular blocky","residual materials developed in igneous and metamorphic rocks","sierran steppe-mixed forest-coniferous forest-alpine meadow province","Bt"
"132551",1.4,1.3,7.099999905,37.1,11.7,9,"medium and coarse","platy","alluvial sediments, thick","nevada-utah mountains-semi-desert-coniferous forest-alpine meadow province","Ap"
"154069",1.4,0.4,4.099999905,13.6,37.8,112,"coarse","prismatic","glacial till sediments, mostly clayey, thin","central appalachian broadleaf forest-coniferous forest-meadow province","Bt"
"22506",1.5,1,7.300000191,28.9,33.8,23,"medium","blocky","residual materials developed in sedimentary rocks, discontinuous","southwest plateau and plains dry steppe and shrub province","Bt"
"163790",1.6,0.7,6.5,39.7,24.8,93,"coarse","subangular blocky","glacial till sediments, mostly sandy, thin","eastern broadleaf forest (oceanic) province","C"
"190884",1.3,1.5,5,22.9,31.7,59,"medium","subangular blocky","residual materials developed in sedimentary rocks, discontinuous","cascade mixed forest-coniferous forest-alpine meadow province","AB"
"22903",1.3,0.5,7.900000095,31.5,43,110.5,"medium","subangular blocky","playa sediments","southwest plateau and plains dry steppe and shrub province","Bt"
